번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,상세영업상태변경일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,객실수
296,농어촌민박업,03_11_00_P,6500000,SAMPLE-00296,20210523,1,영업/정상,01,영업/정상,,20210523,제주특별자치도 제주시 삼양동 762,제주특별자치도 제주시 표본로 234,[샘플]삼양동숙소0296,,12
297,농어촌민박업,03_11_00_P,6500000,SAMPLE-00297,20141119,1,영업/정상,01,영업/정상,,20141119,제주특별자치도 서귀포시 성산읍 1012,제주특별자치도 서귀포시 표본로 49,[샘플]성산읍숙소0297,,3
298,농어촌민박업,03_11_00_P,6500000,SAMPLE-00298,20150530,1,영업/정상,01,영업/정상,,20150530,제주특별자치도 제주시 일도이동 160,제주특별자치도 제주시 표본로 219,[샘플]일도이동숙소0298,,5
299,농어촌민박업,03_11_00_P,6500000,SAMPLE-00299,20220526,1,영업/정상,01,영업/정상,,20220526,제주특별자치도 서귀포시 대륜동 662,제주특별자치도 서귀포시 표본로 48,[샘플]대륜동숙소0299,,8
300,숙박업,03_11_00_P,6500000,SAMPLE-00300,20220727,3,폐업,01,폐업,20240610,20240610,제주특별자치도 제주시 한경면 395,제주특별자치도 제주시 표본로 212,[샘플]한경면숙소0300,,8
301,숙박업,03_11_00_P,6500000,SAMPLE-00301,20240529,3,폐업,01,폐업,20250618,20250618,제주특별자치도 제주시 구좌읍 591,제주특별자치도 제주시 표본로 37,[샘플]구좌읍숙소0301,,1
302,농어촌민박업,03_11_00_P,6500000,SAMPLE-00302,20251221,1,영업/정상,01,영업/정상,,20251221,제주특별자치도 제주시 조천읍 1246,제주특별자치도 제주시 표본로 106,[샘플]조천읍숙소0302,,4
303,농어촌민박업,03_11_00_P,6500000,SAMPLE-00303,20190828,1,영업/정상,01,영업/정상,,20190828,제주특별자치도 서귀포시 대정읍 1233,제주특별자치도 서귀포시 표본로 74,[샘플]대정읍숙소0303,,12
304,농어촌민박업,03_11_00_P,6500000,SAMPLE-00304,20240522,1,영업/정상,01,영업/정상,,20240522,제주특별자치도 제주시 노형동 1231,제주특별자치도 제주시 표본로 289,[샘플]노형동숙소0304,,2
305,농어촌민박업,03_11_00_P,6500000,SAMPLE-00305,20200916,1,영업/정상,01,영업/정상,,20200916,제주특별자치도 제주시 한림읍 1527,제주특별자치도 제주시 표본로 268,[샘플]한림읍숙소0305,,8
306,농어촌민박업,03_11_00_P,6500000,SAMPLE-00306,20200306,3,폐업,01,폐업,20221104,20221104,제주특별자치도 서귀포시 남원읍 267,제주특별자치도 서귀포시 표본로 209,[샘플]남원읍숙소0306,,9
307,숙박업,03_11_00_P,6500000,SAMPLE-00307,20180101,3,영업/정상,01,휴업,,20180101,제주특별자치도 서귀포시 성산읍 710,제주특별자치도 서귀포시 표본로 38,[샘플]성산읍숙소0307,,2
308,관광숙박업,03_11_00_P,6500000,SAMPLE-00308,20220212,3,폐업,01,폐업,20230925,20230925,제주특별자치도 서귀포시 안덕면 112,제주특별자치도 서귀포시 표본로 134,[샘플]안덕면숙소0308,,9
309,숙박업,03_11_00_P,6500000,SAMPLE-00309,20210925,1,영업/정상,01,영업/정상,,20210925,제주특별자치도 제주시 한경면 143,제주특별자치도 제주시 표본로 186,[샘플]한경면숙소0309,,5
310,숙박업,03_11_00_P,6500000,SAMPLE-00310,20110830,1,영업/정상,01,영업/정상,,20110830,제주특별자치도 서귀포시 서홍동 1516,제주특별자치도 서귀포시 표본로 160,[샘플]서홍동숙소0310,,8
311,숙박업,03_11_00_P,6500000,SAMPLE-00311,20230604,1,영업/정상,01,영업/정상,,20230604,제주특별자치도 서귀포시 대정읍 291,제주특별자치도 서귀포시 표본로 152,[샘플]대정읍숙소0311,,3
312,농어촌민박업,03_11_00_P,6500000,SAMPLE-00312,20140222,3,폐업,01,폐업,20241115,20241115,제주특별자치도 서귀포시 동홍동 399,제주특별자치도 서귀포시 표본로 281,[샘플]동홍동숙소0312,,8
313,관광숙박업,03_11_00_P,6500000,SAMPLE-00313,20220709,3,폐업,01,폐업,20230930,20230930,제주특별자치도 제주시 구좌읍 1466,제주특별자치도 제주시 표본로 267,[샘플]구좌읍숙소0313,,9
314,농어촌민박업,03_11_00_P,6500000,SAMPLE-00314,20220224,3,폐업,01,폐업,20260604,20260604,제주특별자치도 서귀포시 성산읍 38,제주특별자치도 서귀포시 표본로 215,[샘플]성산읍숙소0314,,1
315,숙박업,03_11_00_P,6500000,SAMPLE-00315,20150628,3,폐업,01,폐업,20160828,20160828,제주특별자치도 서귀포시 동홍동 1801,제주특별자치도 서귀포시 표본로 148,[샘플]동홍동숙소0315,,9
316,농어촌민박업,03_11_00_P,6500000,SAMPLE-00316,20200525,3,폐업,01,폐업,20230825,20230825,제주특별자치도 제주시 이도이동 1745,제주특별자치도 제주시 표본로 113,[샘플]이도이동숙소0316,,8
317,숙박업,03_11_00_P,6500000,SAMPLE-00317,20161111,3,폐업,01,폐업,20190629,20190629,제주특별자치도 서귀포시 동홍동 686,제주특별자치도 서귀포시 표본로 288,[샘플]동홍동숙소0317,,2
318,농어촌민박업,03_11_00_P,6500000,SAMPLE-00318,20230720,1,영업/정상,01,영업/정상,,20230720,제주특별자치도 서귀포시 동홍동 883,제주특별자치도 서귀포시 표본로 181,[샘플]동홍동숙소0318,,7
319,숙박업,03_11_00_P,6500000,SAMPLE-00319,20241106,1,영업/정상,01,영업/정상,,20241106,제주특별자치도 제주시 삼양동 1802,제주특별자치도 제주시 표본로 187,[샘플]삼양동숙소0319,,4
320,농어촌민박업,03_11_00_P,6500000,SAMPLE-00320,20180329,3,폐업,01,폐업,20260303,20260303,제주특별자치도 제주시 한경면 156,제주특별자치도 제주시 표본로 92,[샘플]한경면숙소0320,,12
321,농어촌민박업,03_11_00_P,6500000,SAMPLE-00321,20180604,3,폐업,01,폐업,20230323,20230323,제주특별자치도 제주시 연동 643,제주특별자치도 제주시 표본로 72,[샘플]연동숙소0321,,4
322,농어촌민박업,03_11_00_P,6500000,SAMPLE-00322,20190123,1,영업/정상,01,영업/정상,,20190123,제주특별자치도 제주시 애월읍 264,제주특별자치도 제주시 표본로 282,[샘플]애월읍숙소0322,,12
323,농어촌민박업,03_11_00_P,6500000,SAMPLE-00323,20190221,1,영업/정상,01,영업/정상,,20190221,제주특별자치도 제주시 애월읍 131,제주특별자치도 제주시 표본로 239,[샘플]애월읍숙소0323,,2
324,농어촌민박업,03_11_00_P,6500000,SAMPLE-00324,20180421,3,폐업,01,폐업,20240622,20240622,제주특별자치도 서귀포시 서홍동 977,제주특별자치도 서귀포시 표본로 170,[샘플]서홍동숙소0324,,5
325,숙박업,03_11_00_P,6500000,SAMPLE-00325,20221208,3,폐업,01,폐업,20240804,20240804,제주특별자치도 제주시 구좌읍 1539,제주특별자치도 제주시 표본로 17,[샘플]구좌읍숙소0325,,1
326,숙박업,03_11_00_P,6500000,SAMPLE-00326,20260421,1,영업/정상,01,영업/정상,,20260421,제주특별자치도 제주시 애월읍 88,제주특별자치도 제주시 표본로 293,[샘플]애월읍숙소0326,,1
327,농어촌민박업,03_11_00_P,6500000,SAMPLE-00327,20170627,3,폐업,01,폐업,20220328,20220328,제주특별자치도 서귀포시 표선면 328,제주특별자치도 서귀포시 표본로 255,[샘플]표선면숙소0327,,7
328,농어촌민박업,03_11_00_P,6500000,SAMPLE-00328,20220121,1,영업/정상,01,영업/정상,,20220121,제주특별자치도 서귀포시 표선면 794,제주특별자치도 서귀포시 표본로 104,[샘플]표선면숙소0328,,10
329,농어촌민박업,03_11_00_P,6500000,SAMPLE-00329,20171022,1,영업/정상,01,영업/정상,,20171022,제주특별자치도 제주시 이도이동 1080,제주특별자치도 제주시 표본로 137,[샘플]이도이동숙소0329,,10
330,숙박업,03_11_00_P,6500000,SAMPLE-00330,20160725,1,영업/정상,01,영업/정상,,20160725,제주특별자치도 제주시 한경면 1015,제주특별자치도 제주시 표본로 58,[샘플]한경면숙소0330,,6
331,숙박업,03_11_00_P,6500000,SAMPLE-00331,20141014,1,영업/정상,01,영업/정상,,20141014,제주특별자치도 제주시 한경면 622,제주특별자치도 제주시 표본로 12,[샘플]한경면숙소0331,,2
332,농어촌민박업,03_11_00_P,6500000,SAMPLE-00332,20150701,3,폐업,01,폐업,20210808,20210808,제주특별자치도 제주시 일도이동 797,제주특별자치도 제주시 표본로 73,[샘플]일도이동숙소0332,,6
333,숙박업,03_11_00_P,6500000,SAMPLE-00333,20260516,1,영업/정상,01,영업/정상,,20260516,제주특별자치도 제주시 애월읍 545,제주특별자치도 제주시 표본로 176,[샘플]애월읍숙소0333,,1
334,농어촌민박업,03_11_00_P,6500000,SAMPLE-00334,20160203,3,폐업,01,폐업,20220110,20220110,제주특별자치도 제주시 구좌읍 1118,제주특별자치도 제주시 표본로 9,[샘플]구좌읍숙소0334,,10
335,숙박업,03_11_00_P,6500000,SAMPLE-00335,20240407,3,폐업,01,폐업,20251226,20251226,제주특별자치도 제주시 구좌읍 1025,제주특별자치도 제주시 표본로 264,[샘플]구좌읍숙소0335,,9
336,농어촌민박업,03_11_00_P,6500000,SAMPLE-00336,20220220,1,영업/정상,01,영업/정상,,20220220,제주특별자치도 제주시 구좌읍 1796,제주특별자치도 제주시 표본로 15,[샘플]구좌읍숙소0336,,2
337,농어촌민박업,03_11_00_P,6500000,SAMPLE-00337,20230813,1,영업/정상,01,영업/정상,,20230813,제주특별자치도 서귀포시 대정읍 863,제주특별자치도 서귀포시 표본로 141,[샘플]대정읍숙소0337,,11
338,관광숙박업,03_11_00_P,6500000,SAMPLE-00338,20140919,1,영업/정상,01,영업/정상,,20140919,제주특별자치도 서귀포시 중문동 643,제주특별자치도 서귀포시 표본로 277,[샘플]중문동숙소0338,,6
339,농어촌민박업,03_11_00_P,6500000,SAMPLE-00339,20190509,1,영업/정상,01,영업/정상,,20190509,제주특별자치도 서귀포시 안덕면 55,제주특별자치도 서귀포시 표본로 8,[샘플]안덕면숙소0339,,9
340,농어촌민박업,03_11_00_P,6500000,SAMPLE-00340,20230510,3,폐업,01,폐업,20251220,20251220,제주특별자치도 서귀포시 안덕면 292,제주특별자치도 서귀포시 표본로 129,[샘플]안덕면숙소0340,,6
341,농어촌민박업,03_11_00_P,6500000,SAMPLE-00341,20131227,3,폐업,01,폐업,20170421,20170421,제주특별자치도 서귀포시 성산읍 158,제주특별자치도 서귀포시 표본로 202,[샘플]성산읍숙소0341,,8
342,숙박업,03_11_00_P,6500000,SAMPLE-00342,20181220,1,영업/정상,01,영업/정상,,20181220,제주특별자치도 서귀포시 안덕면 331,제주특별자치도 서귀포시 표본로 230,[샘플]안덕면숙소0342,,12
343,농어촌민박업,03_11_00_P,6500000,SAMPLE-00343,20140128,3,폐업,01,폐업,20180827,20180827,제주특별자치도 서귀포시 성산읍 61,제주특별자치도 서귀포시 표본로 211,[샘플]성산읍숙소0343,,1
344,숙박업,03_11_00_P,6500000,SAMPLE-00344,20210609,3,폐업,01,폐업,20241129,20241129,제주특별자치도 서귀포시 남원읍 1024,제주특별자치도 서귀포시 표본로 246,[샘플]남원읍숙소0344,,6
345,숙박업,03_11_00_P,6500000,SAMPLE-00345,20221112,1,영업/정상,01,영업/정상,,20221112,제주특별자치도 제주시 삼양동 1786,제주특별자치도 제주시 표본로 148,[샘플]삼양동숙소0345,,4
346,숙박업,03_11_00_P,6500000,SAMPLE-00346,20200513,3,폐업,01,폐업,20260422,20260422,제주특별자치도 서귀포시 남원읍 1081,제주특별자치도 서귀포시 표본로 44,[샘플]남원읍숙소0346,,7
347,농어촌민박업,03_11_00_P,6500000,SAMPLE-00347,20120827,1,영업/정상,01,영업/정상,,20120827,제주특별자치도 제주시 연동 215,제주특별자치도 제주시 표본로 77,[샘플]연동숙소0347,,12
348,농어촌민박업,03_11_00_P,6500000,SAMPLE-00348,20260429,1,영업/정상,01,영업/정상,,20260429,제주특별자치도 제주시 일도이동 1137,제주특별자치도 제주시 표본로 166,[샘플]일도이동숙소0348,,4
349,숙박업,03_11_00_P,6500000,SAMPLE-00349,20190417,3,폐업,01,폐업,20200410,20200410,제주특별자치도 제주시 삼양동 1598,제주특별자치도 제주시 표본로 149,[샘플]삼양동숙소0349,,8
350,농어촌민박업,03_11_00_P,6500000,SAMPLE-00350,20260330,1,영업/정상,01,영업/정상,,20260330,제주특별자치도 제주시 한림읍 738,제주특별자치도 제주시 표본로 82,[샘플]한림읍숙소0350,,7
351,농어촌민박업,03_11_00_P,6500000,SAMPLE-00351,20260222,1,영업/정상,01,영업/정상,,20260222,제주특별자치도 서귀포시 성산읍 1792,제주특별자치도 서귀포시 표본로 223,[샘플]성산읍숙소0351,,7
352,농어촌민박업,03_11_00_P,6500000,SAMPLE-00352,20230914,1,영업/정상,01,영업/정상,,20230914,제주특별자치도 제주시 이도이동 1161,제주특별자치도 제주시 표본로 286,[샘플]이도이동숙소0352,,8
353,농어촌민박업,03_11_00_P,6500000,SAMPLE-00353,20240909,1,영업/정상,01,영업/정상,,20240909,제주특별자치도 서귀포시 성산읍 1847,제주특별자치도 서귀포시 표본로 30,[샘플]성산읍숙소0353,,1
354,숙박업,03_11_00_P,6500000,SAMPLE-00354,20121230,3,폐업,01,폐업,20131229,20131229,제주특별자치도 제주시 조천읍 1193,제주특별자치도 제주시 표본로 216,[샘플]조천읍숙소0354,,4
355,농어촌민박업,03_11_00_P,6500000,SAMPLE-00355,20150120,1,영업/정상,01,영업/정상,,20150120,제주특별자치도 서귀포시 남원읍 351,제주특별자치도 서귀포시 표본로 253,[샘플]남원읍숙소0355,,11
356,농어촌민박업,03_11_00_P,6500000,SAMPLE-00356,20111021,1,영업/정상,01,영업/정상,,20111021,제주특별자치도 제주시 일도이동 1619,제주특별자치도 제주시 표본로 32,[샘플]일도이동숙소0356,,7
357,농어촌민박업,03_11_00_P,6500000,SAMPLE-00357,20240711,1,영업/정상,01,영업/정상,,20240711,제주특별자치도 제주시 연동 912,제주특별자치도 제주시 표본로 255,[샘플]연동숙소0357,,12
358,농어촌민박업,03_11_00_P,6500000,SAMPLE-00358,20260816,1,영업/정상,01,영업/정상,,20260816,제주특별자치도 제주시 구좌읍 1904,제주특별자치도 제주시 표본로 131,[샘플]구좌읍숙소0358,,9
359,농어촌민박업,03_11_00_P,6500000,SAMPLE-00359,20150323,3,폐업,01,폐업,20250617,20250617,제주특별자치도 서귀포시 동홍동 66,제주특별자치도 서귀포시 표본로 4,[샘플]동홍동숙소0359,,5
360,농어촌민박업,03_11_00_P,6500000,SAMPLE-00360,20230413,1,영업/정상,01,영업/정상,,20230413,제주특별자치도 제주시 한림읍 1422,제주특별자치도 제주시 표본로 117,[샘플]한림읍숙소0360,,9
361,농어촌민박업,03_11_00_P,6500000,SAMPLE-00361,20201213,1,영업/정상,01,영업/정상,,20201213,제주특별자치도 제주시 연동 1243,제주특별자치도 제주시 표본로 188,[샘플]연동숙소0361,,2
362,숙박업,03_11_00_P,6500000,SAMPLE-00362,20230329,1,영업/정상,01,영업/정상,,20230329,제주특별자치도 서귀포시 중문동 1094,제주특별자치도 서귀포시 표본로 281,[샘플]중문동숙소0362,,1
363,관광숙박업,03_11_00_P,6500000,SAMPLE-00363,20151220,1,영업/정상,01,영업/정상,,20151220,제주특별자치도 서귀포시 남원읍 875,제주특별자치도 서귀포시 표본로 100,[샘플]남원읍숙소0363,,2
364,관광숙박업,03_11_00_P,6500000,SAMPLE-00364,20190726,1,영업/정상,01,영업/정상,,20190726,제주특별자치도 서귀포시 대륜동 866,제주특별자치도 서귀포시 표본로 230,[샘플]대륜동숙소0364,,5
365,숙박업,03_11_00_P,6500000,SAMPLE-00365,20131010,1,영업/정상,01,영업/정상,,20131010,제주특별자치도 제주시 이도이동 756,제주특별자치도 제주시 표본로 296,[샘플]이도이동숙소0365,,3
366,농어촌민박업,03_11_00_P,6500000,SAMPLE-00366,20200924,1,영업/정상,01,영업/정상,,20200924,제주특별자치도 제주시 애월읍 1920,제주특별자치도 제주시 표본로 270,[샘플]애월읍숙소0366,,2
367,농어촌민박업,03_11_00_P,6500000,SAMPLE-00367,20120318,3,폐업,01,폐업,20240314,20240314,제주특별자치도 서귀포시 중문동 1970,제주특별자치도 서귀포시 표본로 130,[샘플]중문동숙소0367,,12
368,농어촌민박업,03_11_00_P,6500000,SAMPLE-00368,20120115,3,폐업,01,폐업,20190205,20190205,제주특별자치도 제주시 조천읍 749,제주특별자치도 제주시 표본로 204,[샘플]조천읍숙소0368,,11
369,숙박업,03_11_00_P,6500000,SAMPLE-00369,20160121,3,폐업,01,폐업,20230812,20230812,제주특별자치도 서귀포시 서홍동 846,제주특별자치도 서귀포시 표본로 199,[샘플]서홍동숙소0369,,1
370,숙박업,03_11_00_P,6500000,SAMPLE-00370,20220127,1,영업/정상,01,영업/정상,,20220127,제주특별자치도 제주시 한림읍 828,제주특별자치도 제주시 표본로 50,[샘플]한림읍숙소0370,,3
371,농어촌민박업,03_11_00_P,6500000,SAMPLE-00371,20130725,3,폐업,01,폐업,20241207,20241207,제주특별자치도 서귀포시 서홍동 681,제주특별자치도 서귀포시 표본로 86,[샘플]서홍동숙소0371,,11
372,농어촌민박업,03_11_00_P,6500000,SAMPLE-00372,20221026,1,영업/정상,01,영업/정상,,20221026,제주특별자치도 제주시 일도이동 1891,제주특별자치도 제주시 표본로 292,[샘플]일도이동숙소0372,,2
373,숙박업,03_11_00_P,6500000,SAMPLE-00373,20120219,1,영업/정상,01,영업/정상,,20120219,제주특별자치도 서귀포시 대륜동 1096,제주특별자치도 서귀포시 표본로 200,[샘플]대륜동숙소0373,,2
374,숙박업,03_11_00_P,6500000,SAMPLE-00374,20240223,1,영업/정상,01,영업/정상,,20240223,제주특별자치도 서귀포시 중문동 1740,제주특별자치도 서귀포시 표본로 79,[샘플]중문동숙소0374,,3
375,관광숙박업,03_11_00_P,6500000,SAMPLE-00375,20230512,1,영업/정상,01,영업/정상,,20230512,제주특별자치도 서귀포시 대정읍 1271,제주특별자치도 서귀포시 표본로 276,[샘플]대정읍숙소0375,,10
376,숙박업,03_11_00_P,6500000,SAMPLE-00376,20260405,1,영업/정상,01,영업/정상,,20260405,제주특별자치도 제주시 노형동 451,제주특별자치도 제주시 표본로 146,[샘플]노형동숙소0376,,5
377,숙박업,03_11_00_P,6500000,SAMPLE-00377,20140810,3,폐업,01,폐업,20210829,20210829,제주특별자치도 제주시 조천읍 120,제주특별자치도 제주시 표본로 230,[샘플]조천읍숙소0377,,10
378,숙박업,03_11_00_P,6500000,SAMPLE-00378,20160115,3,폐업,01,폐업,20171025,20171025,제주특별자치도 서귀포시 대정읍 1321,제주특별자치도 서귀포시 표본로 147,[샘플]대정읍숙소0378,,1
379,숙박업,03_11_00_P,6500000,SAMPLE-00379,20220126,1,영업/정상,01,영업/정상,,20220126,제주특별자치도 제주시 삼양동 1784,제주특별자치도 제주시 표본로 72,[샘플]삼양동숙소0379,,10
380,숙박업,03_11_00_P,6500000,SAMPLE-00380,20250611,1,영업/정상,01,영업/정상,,20250611,제주특별자치도 서귀포시 표선면 1537,제주특별자치도 서귀포시 표본로 234,[샘플]표선면숙소0380,,3
381,관광숙박업,03_11_00_P,6500000,SAMPLE-00381,20110620,3,폐업,01,폐업,20140305,20140305,제주특별자치도 제주시 일도이동 444,제주특별자치도 제주시 표본로 267,[샘플]일도이동숙소0381,,7
382,숙박업,03_11_00_P,6500000,SAMPLE-00382,20220513,1,영업/정상,01,영업/정상,,20220513,제주특별자치도 서귀포시 대륜동 33,제주특별자치도 서귀포시 표본로 87,[샘플]대륜동숙소0382,,2
383,농어촌민박업,03_11_00_P,6500000,SAMPLE-00383,20210302,1,영업/정상,01,영업/정상,,20210302,제주특별자치도 제주시 한림읍 853,제주특별자치도 제주시 표본로 129,[샘플]한림읍숙소0383,,11
384,농어촌민박업,03_11_00_P,6500000,SAMPLE-00384,20250808,1,영업/정상,01,영업/정상,,20250808,제주특별자치도 제주시 연동 1069,제주특별자치도 제주시 표본로 268,[샘플]연동숙소0384,,10
385,숙박업,03_11_00_P,6500000,SAMPLE-00385,20181209,1,영업/정상,01,영업/정상,,20181209,제주특별자치도 제주시 연동 1553,제주특별자치도 제주시 표본로 181,[샘플]연동숙소0385,,9
386,농어촌민박업,03_11_00_P,6500000,SAMPLE-00386,20190609,1,영업/정상,01,영업/정상,,20190609,제주특별자치도 제주시 조천읍 1157,제주특별자치도 제주시 표본로 232,[샘플]조천읍숙소0386,,7
387,농어촌민박업,03_11_00_P,6500000,SAMPLE-00387,20160422,1,영업/정상,01,영업/정상,,20160422,제주특별자치도 제주시 삼양동 223,제주특별자치도 제주시 표본로 106,[샘플]삼양동숙소0387,,12
388,관광숙박업,03_11_00_P,6500000,SAMPLE-00388,20221103,3,폐업,01,폐업,20240826,20240826,제주특별자치도 서귀포시 중문동 309,제주특별자치도 서귀포시 표본로 190,[샘플]중문동숙소0388,,10
389,농어촌민박업,03_11_00_P,6500000,SAMPLE-00389,20231028,1,영업/정상,01,영업/정상,,20231028,제주특별자치도 서귀포시 대정읍 866,제주특별자치도 서귀포시 표본로 7,[샘플]대정읍숙소0389,,5
390,관광숙박업,03_11_00_P,6500000,SAMPLE-00390,20200105,1,영업/정상,01,영업/정상,,20200105,제주특별자치도 서귀포시 안덕면 1492,제주특별자치도 서귀포시 표본로 67,[샘플]안덕면숙소0390,,7
391,농어촌민박업,03_11_00_P,6500000,SAMPLE-00391,20220205,3,폐업,01,폐업,20240727,20240727,제주특별자치도 제주시 한림읍 1631,제주특별자치도 제주시 표본로 88,[샘플]한림읍숙소0391,,2
392,농어촌민박업,03_11_00_P,6500000,SAMPLE-00392,20231023,1,영업/정상,01,영업/정상,,20231023,제주특별자치도 서귀포시 대정읍 1981,제주특별자치도 서귀포시 표본로 199,[샘플]대정읍숙소0392,,8
393,농어촌민박업,03_11_00_P,6500000,SAMPLE-00393,20150530,1,영업/정상,01,영업/정상,,20150530,제주특별자치도 제주시 한림읍 331,제주특별자치도 제주시 표본로 207,[샘플]한림읍숙소0393,,3
394,숙박업,03_11_00_P,6500000,SAMPLE-00394,20260821,1,영업/정상,01,영업/정상,,20260821,제주특별자치도 서귀포시 성산읍 1612,제주특별자치도 서귀포시 표본로 169,[샘플]성산읍숙소0394,,11
395,숙박업,03_11_00_P,6500000,SAMPLE-00395,20251104,1,영업/정상,01,영업/정상,,20251104,제주특별자치도 서귀포시 안덕면 1803,제주특별자치도 서귀포시 표본로 115,[샘플]안덕면숙소0395,,10
396,숙박업,03_11_00_P,6500000,SAMPLE-00396,20240129,1,영업/정상,01,영업/정상,,20240129,제주특별자치도 제주시 구좌읍 1322,제주특별자치도 제주시 표본로 274,[샘플]구좌읍숙소0396,,10
397,농어촌민박업,03_11_00_P,6500000,SAMPLE-00397,20201207,3,폐업,01,폐업,20240227,20240227,제주특별자치도 제주시 한림읍 734,제주특별자치도 제주시 표본로 84,[샘플]한림읍숙소0397,,9
398,숙박업,03_11_00_P,6500000,SAMPLE-00398,20220218,3,영업/정상,01,휴업,,20220218,제주특별자치도 제주시 연동 1416,제주특별자치도 제주시 표본로 133,[샘플]연동숙소0398,,9
399,농어촌민박업,03_11_00_P,6500000,SAMPLE-00399,20160809,3,폐업,01,폐업,20191105,20191105,제주특별자치도 제주시 연동 380,제주특별자치도 제주시 표본로 221,[샘플]연동숙소0399,,12
400,농어촌민박업,03_11_00_P,6500000,SAMPLE-00400,20241005,1,영업/정상,01,영업/정상,,20241005,제주특별자치도 제주시 노형동 1431,제주특별자치도 제주시 표본로 37,[샘플]노형동숙소0400,,3
401,농어촌민박업,03_11_00_P,6500000,SAMPLE-00401,20231027,3,폐업,01,폐업,20240823,20240823,제주특별자치도 제주시 노형동 1811,제주특별자치도 제주시 표본로 80,[샘플]노형동숙소0401,,11
402,농어촌민박업,03_11_00_P,6500000,SAMPLE-00402,20140207,3,폐업,01,폐업,20240114,20240114,제주특별자치도 서귀포시 표선면 1638,제주특별자치도 서귀포시 표본로 190,[샘플]표선면숙소0402,,6
403,농어촌민박업,03_11_00_P,6500000,SAMPLE-00403,20200404,3,폐업,01,폐업,20210818,20210818,제주특별자치도 제주시 조천읍 519,제주특별자치도 제주시 표본로 129,[샘플]조천읍숙소0403,,8
404,농어촌민박업,03_11_00_P,6500000,SAMPLE-00404,20210720,1,영업/정상,01,영업/정상,,20210720,제주특별자치도 제주시 노형동 1613,제주특별자치도 제주시 표본로 20,[샘플]노형동숙소0404,,2
405,관광숙박업,03_11_00_P,6500000,SAMPLE-00405,20131013,1,영업/정상,01,영업/정상,,20131013,제주특별자치도 제주시 이도이동 147,제주특별자치도 제주시 표본로 83,[샘플]이도이동숙소0405,,1
406,숙박업,03_11_00_P,6500000,SAMPLE-00406,20180628,1,영업/정상,01,영업/정상,,20180628,제주특별자치도 제주시 삼양동 1620,제주특별자치도 제주시 표본로 143,[샘플]삼양동숙소0406,,4
407,관광숙박업,03_11_00_P,6500000,SAMPLE-00407,20250320,1,영업/정상,01,영업/정상,,20250320,제주특별자치도 제주시 애월읍 29,제주특별자치도 제주시 표본로 299,[샘플]애월읍숙소0407,,9
408,농어촌민박업,03_11_00_P,6500000,SAMPLE-00408,20240129,3,폐업,01,폐업,20250915,20250915,제주특별자치도 서귀포시 대륜동 28,제주특별자치도 서귀포시 표본로 255,[샘플]대륜동숙소0408,,2
409,관광숙박업,03_11_00_P,6500000,SAMPLE-00409,20161007,1,영업/정상,01,영업/정상,,20161007,제주특별자치도 제주시 조천읍 39,제주특별자치도 제주시 표본로 129,[샘플]조천읍숙소0409,,7
410,농어촌민박업,03_11_00_P,6500000,SAMPLE-00410,20140223,3,폐업,01,폐업,20211211,20211211,제주특별자치도 제주시 조천읍 205,제주특별자치도 제주시 표본로 103,[샘플]조천읍숙소0410,,8
411,숙박업,03_11_00_P,6500000,SAMPLE-00411,20201120,3,폐업,01,폐업,20221026,20221026,제주특별자치도 서귀포시 동홍동 1162,제주특별자치도 서귀포시 표본로 120,[샘플]동홍동숙소0411,,7
412,농어촌민박업,03_11_00_P,6500000,SAMPLE-00412,20230325,1,영업/정상,01,영업/정상,,20230325,제주특별자치도 제주시 애월읍 24,제주특별자치도 제주시 표본로 244,[샘플]애월읍숙소0412,,10
413,숙박업,03_11_00_P,6500000,SAMPLE-00413,20200706,1,영업/정상,01,영업/정상,,20200706,제주특별자치도 서귀포시 서홍동 1955,제주특별자치도 서귀포시 표본로 70,[샘플]서홍동숙소0413,,1
414,숙박업,03_11_00_P,6500000,SAMPLE-00414,20251025,1,영업/정상,01,영업/정상,,20251025,제주특별자치도 제주시 연동 1105,제주특별자치도 제주시 표본로 259,[샘플]연동숙소0414,,1
415,관광숙박업,03_11_00_P,6500000,SAMPLE-00415,20170305,3,폐업,01,폐업,20211017,20211017,제주특별자치도 서귀포시 남원읍 588,제주특별자치도 서귀포시 표본로 91,[샘플]남원읍숙소0415,,11
416,농어촌민박업,03_11_00_P,6500000,SAMPLE-00416,20260123,1,영업/정상,01,영업/정상,,20260123,제주특별자치도 서귀포시 남원읍 1161,제주특별자치도 서귀포시 표본로 95,[샘플]남원읍숙소0416,,9
417,농어촌민박업,03_11_00_P,6500000,SAMPLE-00417,20210109,1,영업/정상,01,영업/정상,,20210109,제주특별자치도 제주시 한경면 1351,제주특별자치도 제주시 표본로 30,[샘플]한경면숙소0417,,6
418,숙박업,03_11_00_P,6500000,SAMPLE-00418,20131029,1,영업/정상,01,영업/정상,,20131029,제주특별자치도 제주시 일도이동 462,제주특별자치도 제주시 표본로 242,[샘플]일도이동숙소0418,,9
